,id,code,label
118,282,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintpartitionintCompoundDeclpivotintArrayRefarrhighDecliint-low1ForDeclListDecljintlow<=j-high1++jCompoundIf<=ArrayRefarrjpivotCompound++iFuncCallswapExprList&ArrayRefarri&ArrayRefarrjEndEndFuncCallswapExprList&ArrayRefarr+i1&ArrayRefarrhighReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintquickSortvoidCompoundIf<lowhighCompoundDeclpiintFuncCallpartitionExprListarrlowhighFuncCallquicksortExprListarrlow-pi1FuncCallquicksortExprListarr+pi1highEndEndFuncDefDeclFuncDeclmainintCompoundDeclnintDecliintFuncCallprintfExprList""Number of Elements: ""FuncCallscanfExprList""%d""&nDeclArrayDeclarrintnFuncCallprintfExprList""Enter the elements of the Array:\n""For=i0<in++iFuncCallscanfExprList""%d""&ArrayRefarriFuncCallquicksortExprListarr0-n1FuncCallprintfExprList""Sorted Array:\n""For=i0<in++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""Return0End",3
0,0,"FileASTFuncDefDeclFuncDeclmainvoidCompoundDeclcountintFuncCallprintfExprList""Enter the count: \n""FuncCallscanfExprList""%d""&countDeclArrayDeclnumbersintcountFuncCallprintfExprList""Enter the numbers: ""ForDeclListDecliint0<icount++iCompoundFuncCallscanfExprList""%d""&ArrayRefnumbersiEndForDeclListDecliint0<i-count1++iCompoundForDeclListDecljint0<j-count1++jCompoundIf>ArrayRefnumbersjArrayRefnumbers+j1CompoundDecltempintArrayRefnumbersj=ArrayRefnumbersjArrayRefnumbers+j1=ArrayRefnumbers+j1tempEndEndEndForDeclListDecliint0<icount++iCompoundFuncCallprintfExprList""%d\n""ArrayRefnumbersiEndEnd",1
72,110,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
165,472,"FileASTFuncDefDeclFuncDeclParamListDeclaintDeclbintmaxintCompoundIf>abCompoundReturnaEndCompoundReturnbEndEndFuncDefDeclFuncDeclParamListDeclWintDeclArrayDeclwtintDeclArrayDeclvalintDeclnintknapsackintCompoundDecliintDeclwintDeclArrayDeclArrayDeclknapint+w1+n1For=i0<=in++iCompoundFor=w0<=ww++wCompoundIf||==i0==w0=ArrayRefArrayRefknapiw0If<=ArrayRefwt-i1w=ArrayRefArrayRefknapiwFuncCallmaxExprList+ArrayRefval-i1ArrayRefArrayRefknap-i1-wArrayRefwt-i1ArrayRefArrayRefknap-i1w=ArrayRefArrayRefknapiwArrayRefArrayRefknap-i1wEndEndReturnArrayRefArrayRefknapnwEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvalintInitList202540DeclArrayDeclwtintInitList252030DeclWint50Declnint/sizeofvalsizeofArrayRefval0FuncCallprintfExprList""The solution is : %d""FuncCallknapsackExprListwwtvalnReturn0End",6
81,134,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
41,42,"FileASTDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintinputintDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintoutputvoidDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintbubbleSortvoidFuncDefDeclFuncDeclmainintCompoundDeclarrayLengthint10DeclArrayDecldataintnmaxIf==FuncCallinputExprListdata&arraylength1CompoundFuncCallbubblesortExprListdata&arraylengthFuncCalloutputExprListdata&arraylengthEndCompoundFuncCallprintfExprList""n/a""EndReturn0EndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintinputintCompoundDeclccharForDeclListDeclPtrDeclpArrayintdata<-parraydata*arraylength++parrayCompoundIf&&==FuncCallscanfExprList""%d%c""parray&c2||&&==c' '<-parraydata-*arraylength1==c'\n'CompoundEndCompoundReturn0EndEndReturn1EndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintoutputvoidCompoundForDeclListDeclPtrDeclpArrayintdata<-parraydata*arraylength++parrayCompoundFuncCallprintfExprList""%d""*parrayIf>+-dataparray*arraylength1CompoundFuncCallprintfExprList""%c""' 'EndEndEndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintbubbleSortvoidCompoundForDeclListDecliint0<i-*arraylength1++iCompoundForDeclListDecljint0<j--*arraylengthi1++jCompoundIf>ArrayRefdatajArrayRefdata+j1CompoundDecltmpintArrayRefdataj=ArrayRefdatajArrayRefdata+j1=ArrayRefdata+j1tmpEndEndEndEnd",1
64,87,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
6,7,"FileASTDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintinputintDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintoutputvoidDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintbubbleSortvoidFuncDefDeclFuncDeclmainintCompoundDeclarrayLengthint10DeclArrayDecldataintnmaxIf==FuncCallinputExprListdata&arraylength1CompoundFuncCallbubblesortExprListdata&arraylengthFuncCalloutputExprListdata&arraylengthEndCompoundFuncCallprintfExprList""n/a""EndReturn0EndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintinputintCompoundDeclccharForDeclListDeclPtrDeclpArrayintdata<-parraydata*arraylength++parrayCompoundIf&&==FuncCallscanfExprList""%d%c""parray&c2||&&==c' '<-parraydata-*arraylength1==c'\n'CompoundEndCompoundReturn0EndEndReturn1EndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintoutputvoidCompoundForDeclListDeclPtrDeclpArrayintdata<-parraydata*arraylength++parrayCompoundFuncCallprintfExprList""%d""*parrayIf>+-dataparray*arraylength1CompoundFuncCallprintfExprList""%c""' 'EndEndEndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintbubbleSortvoidCompoundForDeclListDecliint0<i-*arraylength1++iCompoundForDeclListDecljint0<j--*arraylengthi1++jCompoundIf>ArrayRefdatajArrayRefdata+j1CompoundDecltmpintArrayRefdataj=ArrayRefdatajArrayRefdata+j1=ArrayRefdata+j1tmpEndEndEndEnd",1
146,425,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintbfsvoidCompoundDeclArrayDeclqueueint20Declfrontint0Declrearint0DecluintDeclArrayDeclvisitedintmaxInitList0=ArrayRefqueuerearsource=ArrayRefvisitedsource1While<=frontrearCompound=uArrayRefqueuefrontFuncCallprintfExprList""%d\n""u+=front1ForDeclListDecliint0<iv++iCompoundIf&&==ArrayRefArrayRefmui1==ArrayRefvisitedi0Compound=ArrayRefvisitedi1+=rear1=ArrayRefqueuereariEndEndEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintFuncCallprintfExprList""Enter no.of vertices\n""FuncCallscanfExprList""%d""&vFuncCallprintfExprList""Enter source\n""FuncCallscanfExprList""%d""&sourceFuncCallprintfExprList""Enter adjacency matrix\n""ForDeclListDecliint0<iv++iCompoundForDeclListDecljint0<jv++jCompoundFuncCallprintfExprList""m[%d][%d]=""ijFuncCallscanfExprList""%d""&ArrayRefArrayRefmijFuncCallprintfExprList""\n""EndEndFuncCallbfsExprListmvsourceEnd",5
123,303,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintpartitionintCompoundDeclpivotintArrayRefarrhighDecliint-low1ForDeclListDecljintlow<=j-high1++jCompoundIf<=ArrayRefarrjpivotCompound++iFuncCallswapExprList&ArrayRefarri&ArrayRefarrjEndEndFuncCallswapExprList&ArrayRefarr+i1&ArrayRefarrhighReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintquickSortvoidCompoundIf<lowhighCompoundDeclpiintFuncCallpartitionExprListarrlowhighFuncCallquicksortExprListarrlow-pi1FuncCallquicksortExprListarr+pi1highEndEndFuncDefDeclFuncDeclmainintCompoundDeclnintDecliintFuncCallprintfExprList""Number of Elements: ""FuncCallscanfExprList""%d""&nDeclArrayDeclarrintnFuncCallprintfExprList""Enter the elements of the Array:\n""For=i0<in++iFuncCallscanfExprList""%d""&ArrayRefarriFuncCallquicksortExprListarr0-n1FuncCallprintfExprList""Sorted Array:\n""For=i0<in++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""Return0End",3
32,33,"FileASTDeclFuncDeclParamListDeclPtrDeclarrintDeclnintdispArrvoidDeclFuncDeclParamListDeclPtrDeclarrintDeclnintbubbleSortvoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList51428Declsizeint/sizeofarrsizeofTypenameTypeDeclintFuncCalldisparrExprListarrsizeFuncCallbubblesortExprListarrsizeFuncCallprintfExprList""Array after sort\n""FuncCalldisparrExprListarrsizeReturn0EndFuncDefDeclFuncDeclParamListDeclPtrDeclarrintDeclnintdispArrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d\t""ArrayRefarriEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclPtrDeclarrintDeclnintbubbleSortvoidCompoundDecltempintDeclisSortedint0ForDeclListDecliint0<i-n1++iCompoundFuncCallprintfExprList""Pass %d\n""+i1=issorted1ForDeclListDecljint0<j--n1i++jCompoundIf>ArrayRefarrjArrayRefarr+j1Compound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1temp=issorted0EndEndIfissortedReturnEndEnd",1
82,135,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
99,207,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintArrayRefarDecliint-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
53,59,"FileASTDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallmergesortExprListarr0-n1FuncCallprintarrExprListarrnReturn0EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidCompoundIf<prCompoundDeclqint/+pr2FuncCallmergesortExprListapqFuncCallmergesortExprLista+q1rFuncCallmergeExprListapqrEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidCompoundDecln1int+-qp1Decln2int-rqDeclPtrDeclLintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n11sizeofTypenameTypeDeclintDeclPtrDeclRintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n21sizeofTypenameTypeDeclintForDeclListDecliint0<in1++iCompound=ArrayRefliArrayRefa+piEndForDeclListDecljint0<jn2++jCompound=ArrayRefrjArrayRefa++qj1End=ArrayRefln1inf=ArrayRefrn2infDecliint0Decljint0ForDeclListDeclkintp<=kr++kCompoundIf<ArrayRefliArrayRefrjCompound=ArrayRefakArrayRefli++iEndCompound=ArrayRefakArrayRefrj++jEndEndFuncCallfreeExprListlFuncCallfreeExprListrEnd",2
65,91,"FileASTDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallmergesortExprListarr0-n1FuncCallprintarrExprListarrnReturn0EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidCompoundIf<prCompoundDeclqint/+pr2FuncCallmergesortExprListapqFuncCallmergesortExprLista+q1rFuncCallmergeExprListapqrEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidCompoundDecln1int+-qp1Decln2int-rqDeclPtrDeclLintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n11sizeofTypenameTypeDeclintDeclPtrDeclRintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n21sizeofTypenameTypeDeclintForDeclListDecliint0<in1++iCompound=ArrayRefliArrayRefa+piEndForDeclListDecljint0<jn2++jCompound=ArrayRefrjArrayRefa++qj1End=ArrayRefln1inf=ArrayRefrn2infDecliint0Decljint0ForDeclListDeclkintp<=kr++kCompoundIf<ArrayRefliArrayRefrjCompound=ArrayRefakArrayRefli++iEndCompound=ArrayRefakArrayRefrj++jEndEndFuncCallfreeExprListlFuncCallfreeExprListrEnd",2
150,435,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmfloatDeclPtrDeclnfloatswapvoidCompoundDecltempfloat=temp*m=*m*n=*ntempEndFuncDefDeclFuncDeclmainvoidCompoundDeclnintDecliintDecljintDeclArrayDeclpricefloat100DeclArrayDeclweightfloat100FuncCallprintfExprList""enter no.of items in kanpsack\n""FuncCallscanfExprList""%d""&nFor=i0<in++iCompoundFuncCallprintfExprList""enter weight(%d) price(%d):""iiFuncCallscanfExprList""%f""&ArrayRefweightiFuncCallscanfExprList""%f""&ArrayRefpriceiEndDeclArrayDeclratiofloat100Declprofitfloat0DeclcapacityintDecltotal_weightint0DeclremainintFuncCallprintfExprList""enter capacity of knapsack\n""FuncCallscanfExprList""%d""&capacityFor=j0<jn++jCompound=ArrayRefratioj/ArrayRefpricejArrayRefweightjEndFor=i0<in++iCompoundFor=j0<j--ni1++jCompoundIf<ArrayRefratiojArrayRefratio+j1CompoundFuncCallswapExprList&ArrayRefratioj&ArrayRefratio+j1FuncCallswapExprList&ArrayRefweightj&ArrayRefweight+j1FuncCallswapExprList&ArrayRefpricej&ArrayRefprice+j1EndEndEndFor=i0<in++iCompoundIf<=+total_weightArrayRefweighticapacityCompound+=total_weightArrayRefweighti+=profitArrayRefpriceiFuncCallprintfExprList""%f\n""ArrayRefweightiEndCompound=remain-capacitytotal_weight+=profit*remainArrayRefratioiFuncCallprintfExprList""%d\n""remainBreakEndEndFuncCallprintfExprList""profit=(%f)\n""profitFuncCallprintfExprList""\n""End",6
128,324,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintpartitionintCompoundDeclpivotintArrayRefarrhighDecliint-low1ForDeclListDecljintlow<=j-high1++jCompoundIf<=ArrayRefarrjpivotCompound++iFuncCallswapExprList&ArrayRefarri&ArrayRefarrjEndEndFuncCallswapExprList&ArrayRefarr+i1&ArrayRefarrhighReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintquickSortvoidCompoundIf<lowhighCompoundDeclpiintFuncCallpartitionExprListarrlowhighFuncCallquicksortExprListarrlow-pi1FuncCallquicksortExprListarr+pi1highEndEndFuncDefDeclFuncDeclmainintCompoundDeclnintDecliintFuncCallprintfExprList""Number of Elements: ""FuncCallscanfExprList""%d""&nDeclArrayDeclarrintnFuncCallprintfExprList""Enter the elements of the Array:\n""For=i0<in++iFuncCallscanfExprList""%d""&ArrayRefarriFuncCallquicksortExprListarr0-n1FuncCallprintfExprList""Sorted Array:\n""For=i0<in++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""Return0End",3
43,44,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclnintBubbleSortvoidCompoundDecliintDecljintDecltempintFor=i0<i-n1++iCompoundFor=j0<j--n1i++jCompoundIf<ArrayRefarr+j1ArrayRefarrjCompound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1tempEndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclArrayDeclarrint4InitList3241DecliintFuncCallbubblesortExprListarr/sizeofarrsizeofTypenameTypeDeclintFor=i0<i4++iFuncCallprintfExprList""%d ""ArrayRefarriReturn0End",1
8,9,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclnintBubbleSortvoidCompoundDecliintDecljintDecltempintFor=i0<i-n1++iCompoundFor=j0<j--n1i++jCompoundIf<ArrayRefarr+j1ArrayRefarrjCompound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1tempEndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclArrayDeclarrint4InitList3241DecliintFuncCallbubblesortExprListarr/sizeofarrsizeofTypenameTypeDeclintFor=i0<i4++iFuncCallprintfExprList""%d ""ArrayRefarriReturn0End",1
10,11,"FileASTDeclArrayDeclnumsintInitList523-613100219FuncDefDeclFuncDeclParamListDeclArrayDeclaintDecllenintbubblesortvoidCompoundDeclswappedintDoWhileswappedCompound=swapped0ForDeclListDecliint1<=i-len1++iCompoundIf>ArrayRefa-i1ArrayRefaiCompoundDecltintArrayRefai=ArrayRefaiArrayRefa-i1=ArrayRefa-i1t=swapped1EndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclnumslenint/sizeofnumssizeofTypenameTypeDeclintForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndFuncCallbubblesortExprListnumsnumslenForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndReturn0End",1
97,194,"FileASTDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintpartitionintDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintquickSortvoidFuncDefDeclFuncDeclmainvoidCompoundDecliintDeclArrayDeclarrint10InitList3431667657989786554FuncCallquicksortExprListarr09FuncCallprintfExprList""\n The sorted array is: \n""For=i0<i10++iFuncCallprintfExprList"" %d  ""ArrayRefarriEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintpartitionintCompoundDeclleftintDeclrightintDecltempintDecllocintDeclflagint=loc=leftbeg=rightend=flag0While!=flag1CompoundWhile&&<=ArrayRefalocArrayRefaright!=locright--rightIf==locright=flag1If>ArrayRefalocArrayRefarightCompound=tempArrayRefaloc=ArrayRefalocArrayRefaright=ArrayRefarighttemp=locrightEndIf!=flag1CompoundWhile&&>=ArrayRefalocArrayRefaleft!=locleft++leftIf==locleft=flag1If<ArrayRefalocArrayRefaleftCompound=tempArrayRefaloc=ArrayRefalocArrayRefaleft=ArrayRefalefttemp=locleftEndEndEndReturnlocEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintquickSortvoidCompoundDecllocintIf<begendCompound=locFuncCallpartitionExprListabegendFuncCallquicksortExprListabeg-loc1FuncCallquicksortExprLista+loc1endEndEnd",3
28,29,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclnintBubbleSortvoidCompoundDecliintDecljintDecltempintFor=i0<i-n1++iCompoundFor=j0<j--n1i++jCompoundIf<ArrayRefarr+j1ArrayRefarrjCompound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1tempEndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclArrayDeclarrint4InitList3241DecliintFuncCallbubblesortExprListarr/sizeofarrsizeofTypenameTypeDeclintFor=i0<i4++iFuncCallprintfExprList""%d ""ArrayRefarriReturn0End",1
114,270,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintArrayRefarDecliint-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
